2|287|39||||1|
2|39|292||||1|
2|292|289||||1|
4|289|290||||1|
2|290|108||||1|
3|39|291||||1|
3|291|254||||1|
4|292|293||||1|
2|293|255||||1|
2|289|300||||1|
2|300|294||||1|
2|294|40||||1|
2|294|295||||1|
2|295|106||||1|
3|295|296||||1|
3|296|297||||1|
3|297|298||||1|
3|298|299||||1|
3|299|304||||1|
3|304|300||||1|
3|299|302||||1|
3|302|303||||1|
3|303|304||||1|
3|299|301||||1|
3|301|296||||1|
3|301|108||||1|
2|40|305||||1|
3|305|306||||1|
3|306|104||||1|			下面是五号楼附近
2|255|37||||1|
2|37|308||||1|
2|308|63||||1|
2|63|309||||1|
2|309|38||||1|
2|38|322||||1|
2|322|323||||1|
2|323|324||||1|
2|308|307||||1|
4|294|307||||1|
3|309|310||||1|
3|310|311||||1|
3|311|312||||1|
3|312|313||||1|
3|313|314||||1|
3|314|315||||1|
3|315|316||||1|
3|315|320||||1|
3|316|317||||1|
3|317|318||||1|
3|318|319||||1|
3|319|320||||1|
3|320|321||||1|
3|321|311||||1|
3|40|320||||1|			三号楼附近
2|308|325||||1|
2|263|325||||1|
2|325|35||||1|
2|35|326||||1|
2|309|326||||1|
2|326|327||||1|
2|327|328||||1|
2|328|329||||1|
2|329|330||||1|
2|330|38||||1|
3|327|331||||1|
3|331|332||||1|
3|331|333||||1|
3|333|330||||1|
3|333|334||||1|			一号楼附近
3|329|335||||1|
3|335|336||||1|
3|336|337||||1|
3|337|338||||1|
3|338|339||||1|
3|339|340||||1|
3|36|345||||1|
3|345|337||||1|
3|337|344||||1|
3|344|343||||1|
3|343|342||||1|
2|36|341||||1|
2|36|346||||1|
2|346|347||||1|
2|347|348||||1|
2|349|348||||1|
2|348|34||||1|
2|34|341||||1|
2|341|340||||1|
2|340|59||||1|
2|59|342||||1|
2|342|33||||1|
2|33|350||||1|
2|350|351||||1|
2|350|260||||1|
2|351|35||||1|
2|351|258||||1|			教育超市附近
2|56|352||||1|
2|352|353||||1|
2|353|50||||1|
4|352|341||||1|
4|353|340||||1|
3|349|354||||1|
3|354|355||||1|
3|355|356||||1|
3|356|357||||1|
3|357|47||||1|			体育馆附近
1|215|8||||1|
1|8|10||||1|
1|10|358||||1|
1|358|359||||1|
1|359|12||||1|
1|12|365||||1|
1|365|11||||1|
1|11|364||||1|
1|364|9||||1|
1|9|13||||1|
1|13|370|梧桐路|2660|608|1|
1|358|360||||1|
1|359|360||||1|
1|360|361||||1|
1|361|362||||1|
1|362|364||||1|
1|369|368||||1|
1|368|367||||1|
1|367|366||||1|
1|366|362||||1|
2|14|361||||1|
2|361|363||||1|
1|369|360||||1|			实验楼附近
1|365|371||||1|
1|217|371||||1|
1|371|372||||1|
1|372|373||||1|
1|372|31||||1|
1|31|32||||1|
1|32|374||||1|
1|374|30|枫树路|2396|1058|1|
1|30|379||||1|
1|219|379||||1|
1|379|29||||1|
1|29|49||||1|
1|49|380||||1|
1|194|380||||1|
1|380|28||||1|
1|28|381||||1|
1|381|207||||1|
2|374|375||||1|
2|375|376||||1|
2|376|377||||1|
2|377|378||||1|
2|378|379||||1|
2|378|384||||1|
2|384|383||||1|
2|383|382||||1|
2|382|381||||1|			图书馆外围
3|124|385||||1|
3|385|386||||1|
3|386|387||||1|
3|387|390||||1|
3|390|391||||1|
3|391|264||||1|
3|391|392||||1|
3|392|270||||1|
3|390|393||||1|
3|393|394||||1|
3|394|265||||1|
3|387|388||||1|
3|388|389||||1|
3|389|395||||1|
3|395|396||||1|
3|396|397||||1|
3|388|266||||1|
4|144|395||||1|
3|390|398||||1|
3|398|399||||1|
3|399|385||||1|
3|399|400||||1|
3|172|397||||1|
