1|生物与医学工程学院|2224|1609|2295|1551|
1|工培中心技师学院|2393|1175|2526|1164|
1|综合楼|1703|393|1672|463|		50
1|东风广场|1442|742|1465|893|
1|双子楼A座|1785|822|1768|896|
1|双子楼B座|1946|823|1970|893|
1|双子楼C座|1842|1077|1790|1014|
1|双子楼D座|1904|1077|1950|1014|	55

----------------------食堂----------------------
1|一二食堂|1687|335|1674|235|
1|三四五食堂|873|790|825|738|
1|教工食堂|1772|338|1752|283|

----------------------生活服务----------------------
1|教育超市|1568|452|1579|420|
1|南苑超市|906|895|933|920|		60
1|学生浴室|862|673|851|635|
1|校医院|1667|596|1662|531|
1|三号车棚|1249|636|1283|663|
1|菜鸟驿站|1842|455|1771|464|	终于量完第一部分了

[共64个一类节点]

<2，3类节点>
2||320|1420|||			65
2||341|1394|||
3||349|1442|||
3||529|1390|||
3||445|1450|||
3||532|1436|||			70
2||574|1416|||
2||909|1416|||
2||909|1076|||
3||606|1254|||
2||639|1211|||			75
3||673|1174|||
2||732|1129|||
3||843|1082|||
2||882|1416|||
3||590|1165|||			80
3||404|1082|||
3||367|1096|||
3||345|1117|||
3||332|1157|||
2||568|986|||			85
2||570|956|||
2||575|908|||
2||574|843|||
2||574|812|||
3||377|811|||			90
3||364|821|||
3||364|964|||
3||377|981|||
3||570|688|||
3||590|667|||			95
2||742|672|||
3||577|674|||
2||741|828|||
2||742|863|||
3||701|880|||			100
3||672|910|||
3||650|916|||
3||625|906|||
2||904|503|||
2||905|670|||			105
2||906|711|||
2||906|790|||
2||906|826|||
3||580|1475|||
3||598|1547|||			110
3||658|1641|||
3||764|1724|||
3||816|1752|||
2||872|1808|||
3||894|1731|||			115
2||900|1666|||
2||904|1478|||
2||1010|1572|||
3||1014|1613|||
2||1034|1645|||			120
2||1044|1662|||
3||1088|1616|||
2||1073|1605|||
2||1035|1575|||
3||998|1759|||			125
3||1087|1763|||
3||962|1964|||
2||1016|2008|||
2||1185|1885|||
3||1074|2026|||			130
2||1200|2055|||
3||1202|1944|||
2||924|1898|||
2||1014|2043|||
3||1150|2469|||			135
3||1180|2540|||
3||945|2021|||
3||866|2032|||
3||722|2020|||
3||678|1965|||			140
3||628|1965|||
2||1260|1832|||
2||1290|1788|||
3||1309|1722|||
3||1353|2176|||			145
3||1418|2248|||
2||1544|2290|||
2||1715|2240|||
3||1782|2154|||
2||1810|2054|||			150
2||1821|2328|||
2||1625|2483|||
3||1596|2506|||
3||1594|2464|||
3||1559|2432|||			155
2||1396|2350|||
3||1359|2388|||
3||1362|2410|||
2||1462|2508|||
2||1477|2496|||			160
3||1508|2472|||
3||1500|2576|||
3||1491|2588|||
3||1335|2598|||
2||1263|2420|||			165
3||1224|2439|||
3||1335|2364|||
2||1785|1941|||
3||1851|1952|||
3||1856|2001|||			170
2||1922|1941|||
2||1653|1721|||
3||2039|1804|||
2||2092|1725|||
2||1862|1723|||			175
2||1806|2021|||
2||1726|1845|||
2||1862|1663|||
2||1862|1570|||
2||1862|1490|||			180
2||1862|1420|||
2||1862|1365|||
2||1862|1280|||
2||1862|1200|||
3||1796|1420|||			185
3||2009|1431|||
3||1722|1420|||
3||2087|1442|||
3||1610|1596|||
2||1569|1418|||			190
2||1568|1137|||
2||1862|1140|||
2||2172|1140|||
2||2184|1214|||
2||2174|1398|||			195
2||2169|1444|||
2||2135|1610|||
3||2157|1530|||
3||2226|1535|||
3||2236|1494|||			200
3||2303|1608|||
3||2341|1601|||
3||2364|1571|||
2||2364|1495|||
3||2412|1495|||			205
3||2512|1450|||
2||2390|1406|||
2||1620|922|||
2||1620|884|||
2||1661|818|||			210
2||1741|646|||
2||1760|629|||
2||1868|616|||
3||1930|616|||
2||1973|600|||			215
2||1992|638|||
2||2070|786|||
3||2140|976|||
2||2168|1082|||
3||1648|929|||			220
3||1667|950|||
3||1667|991|||
3||1681|1016|||
3||1697|1016|||
3||1710|1029|||			225
3||1710|1061|||
3||1731|1076|||
2||1870|1077|||
3||2023|1076|||
3||2026|1034|||			230
3||2044|1015|||
3||2066|1016|||
3||2076|1003|||
3||2075|895|||
2||2041|826|||			235
2||2086|826|||
2||1868|823|||
3||1931|523|||
2||1922|488|||
2||1848|392|||			240
2||1850|357|||
2||1850|338|||
3||1854|282|||
2||1875|244|||
3||1902|279|||			245
2||1872|186|||
2||1818|733|||
3||1842|720|||
2||1867|718|||
3||1899|722|||			250
2||1932|734|||
2||981|1063|||
2||1098|1018|||
2||1214|917|||
2||1254|866|||			255
3||1300|810|||
2||1364|763|||
2||1494|734|||
2||1551|778|||
3||1574|719|||			260
3||1664|685|||
3||1140|989|||
2||1399|746|||
2||1137|1417|||
2||1215|1419|||			265
2||1353|1417|||
2||1370|1417|||
2||1485|1415|||
3||1533|1416|||
2||1192|1417|||			270
3||1069|1417|||
3||1042|1417|||
3||1129|1356|||
3||1142|1283|||
2||1161|1229|||			275
2||1178|1203|||
3||1205|1312|||
2||1105|1038|||
2||1082|1053|||
2||1011|1093|||			280
2||1011|1138|||
3||1039|1148|||
2||1056|1138|||
3||1073|1106|||
3||1123|1175|||			285
2||909|1155|||
2||1088|976|||
3||1068|974|||
2||1085|826|||
3||1068|826|||			290
3||1157|902|||
2||1086|862|||
3||1108|862|||
2||1085|713|||
2||938|712|||			295
2||957|736|||
3||977|721|||
3||994|730|||
2||996|743|||
2||1083|743|||			300
2||952|774|||
3||999|760|||
3||1014|757|||
2||1021|743|||
3||1086|528|||			305
3||1067|504|||
3||1110|712|||
2||1252|723|||
2||1250|551|||
3||1162|548|||			310
2||1148|560|||
3||1180|560|||
3||1204|572|||
3||1212|616|||
2||1183|668|||			315
3||1156|682|||
3||1139|678|||
3||1118|662|||
3||1103|635|||
2||1112|597|||			320
3||1124|577|||
3||1248|304|||
3||1263|282|||
3||1367|282|||
2||1399|728|||			325
2||1392|550|||
2||1393|514|||
3||1396|488|||
2||1402|471|||
2||1371|438|||			330
2||1347|512|||
3||1366|470|||
2||1312|514|||
3||1271|512|||
3||1420|442|||			335
3||1445|424|||
2||1478|416|||
3||1503|396|||
3||1536|381|||
2||1570|378|||			340
2||1570|359|||
2||1570|479|||
3||1544|463|||
3||1512|438|||
3||1434|391|||			345
3||1396|201|||
3||1422|182|||
2||1568|180|||
2||1570|146|||
2||1572|699|||			350
2||1433|651|||
2||1648|359|||
2||1648|378|||
3||1755|146|||
3||1777|158|||			355
3||1779|176|||
3||1793|189|||
2||2234|605|||
2||2252|605|||
2||2240|374|||			360
2||2373|374|||
2||2494|374|||
3||2375|428|||
2||2494|606|||
2||2405|606|||			365
3||2500|197|||
3||2484|179|||
3||2252|174|||
3||2237|191|||
3||2778|610|||			370
2||2401|794|||
2||2400|858|||
3||2627|856|||
2||2397|957|||
3||2609|959|||			375
3||2630|980|||
3||2627|1052|||
2||2620|1079|||
2||2396|1083|||
2||2393|1218|||			380
2||2391|1324|||
3||2470|1335|||
3||2528|1317|||
3||2564|1257|||
2||1049|1552|||			385
3||1092|1533|||
2||1136|1530|||
2||1213|1560|||
3||1243|1591|||
2||1139|1495|||			390
2||1138|1468|||
3||1170|1448|||
3||1176|1480|||
3||1204|1453|||
2||1332|1718|||			395
3||1354|1720|||
3||1455|1671|||
3||1059|1494|||
2||1051|1508|||
3||1017|1508|||			400
